Year, Category, Country, Commodity, Amount
1996,"Uncompensated cross-price elasticity with price change in food prices","Kenya","Other",-0.34
1996,"Uncompensated cross-price elasticity with price change in food prices","Kenya","Recreation",-0.48
1996,"Uncompensated cross-price elasticity with price change in food prices","Kenya","Transport & communication",-0.27
1996,"Uncompensated cross-price elasticity with price change in food prices","Korea","Clothing & footwear",-0.14
1996,"Uncompensated cross-price elasticity with price change in food prices","Korea","Education",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Korea","Gross rent, fuel & power",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Korea","House furnishing & operations",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Korea","Medical care",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Korea","Other",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Korea","Recreation",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Korea","Transport & communication",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Kyrgyzstan","Clothing & footwear",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Kyrgyzstan","Education",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Kyrgyzstan","Gross rent, fuel & power",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Kyrgyzstan","House furnishing & operations",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Kyrgyzstan","Medical care",-0.29
1996,"Uncompensated cross-price elasticity with price change in food prices","Kyrgyzstan","Other",-0.29
1996,"Uncompensated cross-price elasticity with price change in food prices","Kyrgyzstan","Recreation",-0.34
1996,"Uncompensated cross-price elasticity with price change in food prices","Kyrgyzstan","Transport & communication",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Latvia","Clothing & footwear",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Latvia","Education",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Latvia","Gross rent, fuel & power",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Latvia","House furnishing & operations",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Latvia","Medical care",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Latvia","Other",-0.23
1996,"Uncompensated cross-price elasticity with price change in food prices","Latvia","Recreation",-0.25
1996,"Uncompensated cross-price elasticity with price change in food prices","Latvia","Transport & communication",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Lebanon","Clothing & footwear",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Lebanon","Education",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Lebanon","Gross rent, fuel & power",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Lebanon","House furnishing & operations",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Lebanon","Medical care",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Lebanon","Other",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Lebanon","Recreation",-0.26
1996,"Uncompensated cross-price elasticity with price change in food prices","Lebanon","Transport & communication",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Lithuania","Clothing & footwear",-0.15
1996,"Uncompensated cross-price elasticity with price change in food prices","Lithuania","Education",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Lithuania","Gross rent, fuel & power",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Lithuania","House furnishing & operations",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Lithuania","Medical care",-0.23
1996,"Uncompensated cross-price elasticity with price change in food prices","Lithuania","Other",-0.23
1996,"Uncompensated cross-price elasticity with price change in food prices","Lithuania","Recreation",-0.25
1996,"Uncompensated cross-price elasticity with price change in food prices","Lithuania","Transport & communication",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Luxembourg","Clothing & footwear",-0.12
1996,"Uncompensated cross-price elasticity with price change in food prices","Luxembourg","Education",-0.14
1996,"Uncompensated cross-price elasticity with price change in food prices","Luxembourg","Gross rent, fuel & power",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Luxembourg","House furnishing & operations",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Luxembourg","Medical care",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Luxembourg","Other",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Luxembourg","Recreation",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Luxembourg","Transport & communication",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Macedonia","Clothing & footwear",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Macedonia","Education",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Macedonia","Gross rent, fuel & power",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Macedonia","House furnishing & operations",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Macedonia","Medical care",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Macedonia","Other",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Macedonia","Recreation",-0.27
1996,"Uncompensated cross-price elasticity with price change in food prices","Macedonia","Transport & communication",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Madagascar","Clothing & footwear",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Madagascar","Education",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Madagascar","Gross rent, fuel & power",-0.28
1996,"Uncompensated cross-price elasticity with price change in food prices","Madagascar","House furnishing & operations",-0.28
1996,"Uncompensated cross-price elasticity with price change in food prices","Madagascar","Medical care",-0.41
1996,"Uncompensated cross-price elasticity with price change in food prices","Madagascar","Other",-0.40
1996,"Uncompensated cross-price elasticity with price change in food prices","Madagascar","Recreation",-0.70
1996,"Uncompensated cross-price elasticity with price change in food prices","Madagascar","Transport & communication",-0.29
1996,"Uncompensated cross-price elasticity with price change in food prices","Malawi","Clothing & footwear",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Malawi","Education",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Malawi","Gross rent, fuel & power",-0.29
1996,"Uncompensated cross-price elasticity with price change in food prices","Malawi","House furnishing & operations",-0.28
1996,"Uncompensated cross-price elasticity with price change in food prices","Malawi","Medical care",-0.41
1996,"Uncompensated cross-price elasticity with price change in food prices","Malawi","Other",-0.40
1996,"Uncompensated cross-price elasticity with price change in food prices","Malawi","Recreation",-0.70
1996,"Uncompensated cross-price elasticity with price change in food prices","Malawi","Transport & communication",-0.29
1996,"Uncompensated cross-price elasticity with price change in food prices","Mali","Clothing & footwear",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Mali","Education",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Mali","Gross rent, fuel & power",-0.28
1996,"Uncompensated cross-price elasticity with price change in food prices","Mali","House furnishing & operations",-0.28
1996,"Uncompensated cross-price elasticity with price change in food prices","Mali","Medical care",-0.41
1996,"Uncompensated cross-price elasticity with price change in food prices","Mali","Other",-0.39
1996,"Uncompensated cross-price elasticity with price change in food prices","Mali","Recreation",-0.67
1996,"Uncompensated cross-price elasticity with price change in food prices","Mali","Transport & communication",-0.29
1996,"Uncompensated cross-price elasticity with price change in food prices","Mauritius","Clothing & footwear",-0.13
1996,"Uncompensated cross-price elasticity with price change in food prices","Mauritius","Education",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Mauritius","Gross rent, fuel & power",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Mauritius","House furnishing & operations",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Mauritius","Medical care",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Mauritius","Other",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Mauritius","Recreation",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Mauritius","Transport & communication",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Mexico","Clothing & footwear",-0.15
1996,"Uncompensated cross-price elasticity with price change in food prices","Mexico","Education",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Mexico","Gross rent, fuel & power",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Mexico","House furnishing & operations",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Mexico","Medical care",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Mexico","Other",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Mexico","Recreation",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Mexico","Transport & communication",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Moldova","Clothing & footwear",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Moldova","Education",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Moldova","Gross rent, fuel & power",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Moldova","House furnishing & operations",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Moldova","Medical care",-0.29
1996,"Uncompensated cross-price elasticity with price change in food prices","Moldova","Other",-0.29
1996,"Uncompensated cross-price elasticity with price change in food prices","Moldova","Recreation",-0.34
1996,"Uncompensated cross-price elasticity with price change in food prices","Moldova","Transport & communication",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Mongolia","Clothing & footwear",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Mongolia","Education",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Mongolia","Gross rent, fuel & power",-0.28
1996,"Uncompensated cross-price elasticity with price change in food prices","Mongolia","House furnishing & operations",-0.28
1996,"Uncompensated cross-price elasticity with price change in food prices","Mongolia","Medical care",-0.41
1996,"Uncompensated cross-price elasticity with price change in food prices","Mongolia","Other",-0.39
1996,"Uncompensated cross-price elasticity with price change in food prices","Mongolia","Recreation",-0.67
1996,"Uncompensated cross-price elasticity with price change in food prices","Mongolia","Transport & communication",-0.29
1996,"Uncompensated cross-price elasticity with price change in food prices","Morocco","Clothing & footwear",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Morocco","Education",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Morocco","Gross rent, fuel & power",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Morocco","House furnishing & operations",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Morocco","Medical care",-0.25
1996,"Uncompensated cross-price elasticity with price change in food prices","Morocco","Other",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Morocco","Recreation",-0.27
1996,"Uncompensated cross-price elasticity with price change in food prices","Morocco","Transport & communication",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Nepal","Clothing & footwear",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Nepal","Education",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Nepal","Gross rent, fuel & power",-0.26
1996,"Uncompensated cross-price elasticity with price change in food prices","Nepal","House furnishing & operations",-0.26
1996,"Uncompensated cross-price elasticity with price change in food prices","Nepal","Medical care",-0.34
1996,"Uncompensated cross-price elasticity with price change in food prices","Nepal","Other",-0.33
1996,"Uncompensated cross-price elasticity with price change in food prices","Nepal","Recreation",-0.45
1996,"Uncompensated cross-price elasticity with price change in food prices","Nepal","Transport & communication",-0.27
1996,"Uncompensated cross-price elasticity with price change in food prices","Netherlands","Clothing & footwear",-0.13
1996,"Uncompensated cross-price elasticity with price change in food prices","Netherlands","Education",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Netherlands","Gross rent, fuel & power",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Netherlands","House furnishing & operations",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Netherlands","Medical care",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Netherlands","Other",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Netherlands","Recreation",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Netherlands","Transport & communication",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","New Zealand","Clothing & footwear",-0.13
1996,"Uncompensated cross-price elasticity with price change in food prices","New Zealand","Education",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","New Zealand","Gross rent, fuel & power",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","New Zealand","House furnishing & operations",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","New Zealand","Medical care",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","New Zealand","Other",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","New Zealand","Recreation",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","New Zealand","Transport & communication",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Nigeria","Clothing & footwear",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Nigeria","Education",-0.25
1996,"Uncompensated cross-price elasticity with price change in food prices","Nigeria","Gross rent, fuel & power",-0.30
1996,"Uncompensated cross-price elasticity with price change in food prices","Nigeria","House furnishing & operations",-0.30
1996,"Uncompensated cross-price elasticity with price change in food prices","Nigeria","Medical care",-0.49
1996,"Uncompensated cross-price elasticity with price change in food prices","Nigeria","Other",-0.46
1996,"Uncompensated cross-price elasticity with price change in food prices","Nigeria","Recreation",-1.50
1996,"Uncompensated cross-price elasticity with price change in food prices","Nigeria","Transport & communication",-0.31
1996,"Uncompensated cross-price elasticity with price change in food prices","Norway","Clothing & footwear",-0.13
1996,"Uncompensated cross-price elasticity with price change in food prices","Norway","Education",-0.15
1996,"Uncompensated cross-price elasticity with price change in food prices","Norway","Gross rent, fuel & power",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Norway","House furnishing & operations",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Norway","Medical care",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Norway","Other",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Norway","Recreation",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Norway","Transport & communication",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Oman","Clothing & footwear",-0.14
1996,"Uncompensated cross-price elasticity with price change in food prices","Oman","Education",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Oman","Gross rent, fuel & power",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Oman","House furnishing & operations",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Oman","Medical care",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Oman","Other",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Oman","Recreation",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Oman","Transport & communication",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Pakistan","Clothing & footwear",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Pakistan","Education",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Pakistan","Gross rent, fuel & power",-0.25
1996,"Uncompensated cross-price elasticity with price change in food prices","Pakistan","House furnishing & operations",-0.25
1996,"Uncompensated cross-price elasticity with price change in food prices","Pakistan","Medical care",-0.30
1996,"Uncompensated cross-price elasticity with price change in food prices","Pakistan","Other",-0.30
1996,"Uncompensated cross-price elasticity with price change in food prices","Pakistan","Recreation",-0.36
1996,"Uncompensated cross-price elasticity with price change in food prices","Pakistan","Transport & communication",-0.25
1996,"Uncompensated cross-price elasticity with price change in food prices","Paraguay","Clothing & footwear",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Paraguay","Education",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Paraguay","Gross rent, fuel & power",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Paraguay","House furnishing & operations",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Paraguay","Medical care",-0.29
1996,"Uncompensated cross-price elasticity with price change in food prices","Paraguay","Other",-0.29
1996,"Uncompensated cross-price elasticity with price change in food prices","Paraguay","Recreation",-0.35
1996,"Uncompensated cross-price elasticity with price change in food prices","Paraguay","Transport & communication",-0.25
1996,"Uncompensated cross-price elasticity with price change in food prices","Peru","Clothing & footwear",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Peru","Education",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Peru","Gross rent, fuel & power",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Peru","House furnishing & operations",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Peru","Medical care",-0.25
1996,"Uncompensated cross-price elasticity with price change in food prices","Peru","Other",-0.25
1996,"Uncompensated cross-price elasticity with price change in food prices","Peru","Recreation",-0.27
1996,"Uncompensated cross-price elasticity with price change in food prices","Peru","Transport & communication",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Philippines","Clothing & footwear",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Philippines","Education",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Philippines","Gross rent, fuel & power",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Philippines","House furnishing & operations",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Philippines","Medical care",-0.25
1996,"Uncompensated cross-price elasticity with price change in food prices","Philippines","Other",-0.25
1996,"Uncompensated cross-price elasticity with price change in food prices","Philippines","Recreation",-0.28
1996,"Uncompensated cross-price elasticity with price change in food prices","Philippines","Transport & communication",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Poland","Clothing & footwear",-0.15
1996,"Uncompensated cross-price elasticity with price change in food prices","Poland","Education",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Poland","Gross rent, fuel & power",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Poland","House furnishing & operations",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Poland","Medical care",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Poland","Other",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Poland","Recreation",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Poland","Transport & communication",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Portugal","Clothing & footwear",-0.14
1996,"Uncompensated cross-price elasticity with price change in food prices","Portugal","Education",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Portugal","Gross rent, fuel & power",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Portugal","House furnishing & operations",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Portugal","Medical care",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Portugal","Other",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Portugal","Recreation",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Portugal","Transport & communication",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Qatar","Clothing & footwear",-0.14
1996,"Uncompensated cross-price elasticity with price change in food prices","Qatar","Education",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Qatar","Gross rent, fuel & power",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Qatar","House furnishing & operations",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Qatar","Medical care",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Qatar","Other",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Qatar","Recreation",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Qatar","Transport & communication",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Romania","Clothing & footwear",-0.15
1996,"Uncompensated cross-price elasticity with price change in food prices","Romania","Education",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Romania","Gross rent, fuel & power",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Romania","House furnishing & operations",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Romania","Medical care",-0.23
1996,"Uncompensated cross-price elasticity with price change in food prices","Romania","Other",-0.23
1996,"Uncompensated cross-price elasticity with price change in food prices","Romania","Recreation",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Romania","Transport & communication",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Russia","Clothing & footwear",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Russia","Education",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Russia","Gross rent, fuel & power",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Russia","House furnishing & operations",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Russia","Medical care",-0.23
1996,"Uncompensated cross-price elasticity with price change in food prices","Russia","Other",-0.23
1996,"Uncompensated cross-price elasticity with price change in food prices","Russia","Recreation",-0.25
1996,"Uncompensated cross-price elasticity with price change in food prices","Russia","Transport & communication",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Senegal","Clothing & footwear",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Senegal","Education",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Senegal","Gross rent, fuel & power",-0.26
1996,"Uncompensated cross-price elasticity with price change in food prices","Senegal","House furnishing & operations",-0.25
1996,"Uncompensated cross-price elasticity with price change in food prices","Senegal","Medical care",-0.32
1996,"Uncompensated cross-price elasticity with price change in food prices","Senegal","Other",-0.32
1996,"Uncompensated cross-price elasticity with price change in food prices","Senegal","Recreation",-0.40
1996,"Uncompensated cross-price elasticity with price change in food prices","Senegal","Transport & communication",-0.26
1996,"Uncompensated cross-price elasticity with price change in food prices","Sierra Leone","Clothing & footwear",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Sierra Leone","Education",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Sierra Leone","Gross rent, fuel & power",-0.26
1996,"Uncompensated cross-price elasticity with price change in food prices","Sierra Leone","House furnishing & operations",-0.26
1996,"Uncompensated cross-price elasticity with price change in food prices","Sierra Leone","Medical care",-0.34
1996,"Uncompensated cross-price elasticity with price change in food prices","Sierra Leone","Other",-0.33
1996,"Uncompensated cross-price elasticity with price change in food prices","Sierra Leone","Recreation",-0.45
1996,"Uncompensated cross-price elasticity with price change in food prices","Sierra Leone","Transport & communication",-0.27
1996,"Uncompensated cross-price elasticity with price change in food prices","Singapore","Clothing & footwear",-0.14
1996,"Uncompensated cross-price elasticity with price change in food prices","Singapore","Education",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Singapore","Gross rent, fuel & power",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Singapore","House furnishing & operations",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Singapore","Medical care",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Singapore","Other",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Singapore","Recreation",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Singapore","Transport & communication",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Slovakia","Clothing & footwear",-0.15
1996,"Uncompensated cross-price elasticity with price change in food prices","Slovakia","Education",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Slovakia","Gross rent, fuel & power",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Slovakia","House furnishing & operations",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Slovakia","Medical care",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Slovakia","Other",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Slovakia","Recreation",-0.23
1996,"Uncompensated cross-price elasticity with price change in food prices","Slovakia","Transport & communication",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Slovenia","Clothing & footwear",-0.14
1996,"Uncompensated cross-price elasticity with price change in food prices","Slovenia","Education",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Slovenia","Gross rent, fuel & power",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Slovenia","House furnishing & operations",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Slovenia","Medical care",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Slovenia","Other",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Slovenia","Recreation",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Slovenia","Transport & communication",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Spain","Clothing & footwear",-0.14
1996,"Uncompensated cross-price elasticity with price change in food prices","Spain","Education",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Spain","Gross rent, fuel & power",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Spain","House furnishing & operations",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Spain","Medical care",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Spain","Other",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Spain","Recreation",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Spain","Transport & communication",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","SriLanka","Clothing & footwear",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","SriLanka","Education",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","SriLanka","Gross rent, fuel & power",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","SriLanka","House furnishing & operations",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","SriLanka","Medical care",-0.28
1996,"Uncompensated cross-price elasticity with price change in food prices","SriLanka","Other",-0.28
1996,"Uncompensated cross-price elasticity with price change in food prices","SriLanka","Recreation",-0.32
1996,"Uncompensated cross-price elasticity with price change in food prices","SriLanka","Transport & communication",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Kitts & Nevis","Clothing & footwear",-0.15
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Kitts & Nevis","Education",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Kitts & Nevis","Gross rent, fuel & power",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Kitts & Nevis","House furnishing & operations",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Kitts & Nevis","Medical care",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Kitts & Nevis","Other",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Kitts & Nevis","Recreation",-0.23
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Kitts & Nevis","Transport & communication",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Lucia","Clothing & footwear",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Lucia","Education",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Lucia","Gross rent, fuel & power",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Lucia","House furnishing & operations",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Lucia","Medical care",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Lucia","Other",-0.23
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Lucia","Recreation",-0.25
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Lucia","Transport & communication",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Vincent & Grenadines","Clothing & footwear",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Vincent & Grenadines","Education",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Vincent & Grenadines","Gross rent, fuel & power",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Vincent & Grenadines","House furnishing & operations",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Vincent & Grenadines","Medical care",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Vincent & Grenadines","Other",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Vincent & Grenadines","Recreation",-0.27
